CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
76605,PATRICK INDUSTRIES INC,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/76605/0000914760-09-000078.txt,23194490.0,23194490.0,"held by non-affiliates of the registrant on June 27, 2008 (based upon the closing price on the Nasdaq Stock Market LLC and an estimate that 39.6% of the shares are owned by non-affiliates) was $23,194,490. The closing market price was $6.50 on that day and 9,018,618 shares of the Companys common stock were outstanding. As of March 13, 2009, there were 9,025,939 shares of the registrants common sto",3894,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
891024,"PATTERSON COMPANIES, INC.",10-K,2009-06-24,2009,2,http://www.sec.gov/Archives/edgar/data/891024/0001193125-09-136664.txt,2432000000.0,2432000000.0,"held by non-affiliates of the registrant, computed by reference to the closing sales price as quoted on the NASDAQ Global Select Market on October 25, 2008, was approximately $2,432,000,000. (For purposes of this calculation all of the registrants officers, directors, presidents of operating units and 10% owners known to the Company are deemed affiliates of the registrant.) As of June 22, 2009, th",4085,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"april 25, 2009",2009,,,,large accelerated filer
1342643,PAXTON ENERGY INC,10-K,2009-04-21,2009,2,http://www.sec.gov/Archives/edgar/data/1342643/0001096906-09-000432.txt,2332779.0,2332779.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently completed second fiscal quarter. As of June 30, 2008, the aggregate market value of the voting and nonvoting common equity held by non-affiliates of the issuer was $2,332,779. Indic",3725,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1088034,PAYMENT DATA SYSTEMS INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1088034/0001116502-09-000684.txt,2666683.0,2666683.0,"held by non-affiliates of the registrant as of June 30, 2008 was approximately $2,666,683 based on the closing price reported on such date of the registrant's common stock. As of April 24, 2009, the number of outstanding shares of the registrant's common stock was 111,513,842. D",4092,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer,"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
937941,PC MALL INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/937941/0001104659-09-027751.txt,153100000.0,153100000.0,"held by non-affiliates of the registrant was approximately $153.1 million, based upon the closing sales price of the registrants Common Stock on such date, as reported on the Nasdaq Global Market. Shares of Common Stock held by each executive officer, director and each person owning more than 10% of the outstanding Common Stock of the registrant have been excluded in that such persons may be deeme",4306,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer x non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer x ,non-accelerated filer o ,smaller reporting company o,o,x,o,o,Accelerated filer,"december 31, 2008 o ",2008,,,,accelerated filer
1124802,PC UNIVERSE INC,10-K,2009-05-15,2009,2,http://www.sec.gov/Archives/edgar/data/1124802/0001354488-09-000740.txt,2180000.0,2180000.0,"held by non-affiliates was approximately $2,180,000 on December 31, 2008. There were 43,592,383 shares of our Common Stock, par value $0.01 per share (the Common Stock), outstanding on that day and 43,592,383 shares of our Common Stock outstanding on May 13, 2009. TABLE OF CONTENTS PART I Item 1. Business 3 Item 1A. Risk Factors 6 Item 1B. Unresolved Staff Comments. 6 Item 2. Properties 6 Item 3. ",4410,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company," december 31, 2008",2008,,,,smaller reporting company
1326539,PDC 2005-A Limited Partnership,10-K,2009-04-28,2009,2,http://www.sec.gov/Archives/edgar/data/1326539/0001140361-09-010391.txt,not given,none,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrant's most recently completed second fiscal quarter. There is no trading market in the Partnerships securities. Therefore, there is no aggregate market value. As of March 31, 2009, the Partnership had",3662,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definition of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act: large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1326540,PDC 2005-B Limited Partnership,10-K,2009-04-28,2009,2,http://www.sec.gov/Archives/edgar/data/1326540/0001140361-09-010393.txt,not given,none,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrant's most recently completed second fiscal quarter. There is no trading market in the Partnerships securities. Therefore, there is no aggregate market value. As of March 31, 2009, the Partnership had",3662,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definition of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act: large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1120914,PDF SOLUTIONS INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1120914/0001104659-09-027835.txt,80600000.0,80600000.0,"held by non-affiliates of the registrant was approximately $80.6 million as of June 30, 2008, the last business day of the registrants most recently completed second quarter, based upon the closing sale price on the NASDAQ Global Market reported for such date. Shares of Common Stock held by each officer and director and by each person who owns 10% or more of the outstanding Common Stock have been ",4260,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer x non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer x ,non-accelerated filer o ,smaller reporting company o,o,x,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
771485,PDG ENVIRONMENTAL INC,10-K,2009-05-15,2009,2,http://www.sec.gov/Archives/edgar/data/771485/0000950152-09-005299.txt,6382000.0,6382000.0,"held by non-affiliates of the registrant was $6,382,000 based on the average of the bid and asked prices on such date. As of April 22, 2009, there were 20,875,109 shares of the registrants Common Stock outstanding. D",4392,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"january 31, 2009",2009,,,,smaller reporting company
897893,PEERLESS SYSTEMS CORP,10-K,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/897893/0001144204-09-023588.txt,30338329.0,30338329.0,"held by non-affiliates was approximately $30,338,329 as of April 21, 2009, based upon the last sale price of our common stock on the Nasdaq Capital Market on such date. The number of shares of Common Stock outstanding as of April 21, 2009 was 16,860,183. D",3774,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company,"january 31, 2009",2009,,,,smaller reporting company
893813,PENN OCTANE CORP,10-K,2009-04-14,2009,2,http://www.sec.gov/Archives/edgar/data/893813/0001362310-09-005306.txt,14331476.0,14331476.0,"held by non-affiliates of the Registrant was $14,331,476 as of June 30, 2008. The number of shares of Common Stock, par value $0.01 per share, outstanding on March 30, 2009 was 15,416,187. D",4034,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer or a smaller reporting company. see the definitions of accelerated filer and large accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
77155,PENN TRAFFIC CO,10-K,2009-04-21,2009,2,http://www.sec.gov/Archives/edgar/data/77155/0001144204-09-021711.txt,20840480.0,20840480.0,"held by non-affiliates of the registrant was approximately $20,840,480 as of August 2, 2008, the last business day of the registrants most recently completed second fiscal quarter. Indicate by check mark whether the registrant has filed all documents and reports required to be filed by Section 12, 13 or 15(d) of the Securities Exchange Act of 1934 subsequent to the distribution of securities under",4072,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"january 31, 2009",2009,,,,smaller reporting company
1085706,PENNSYLVANIA COMMERCE BANCORP INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1085706/0000950159-09-001161.txt,107250855.0,107250855.0,"held by non-affiliates of the registrant as of the last business day of the Companys most recently completed second fiscal quarter, June 30, 2008, was $107,250,855. The number of shares of the registrants common stock, par value $1.00 per share, outstanding as of February 27, 2009 was 6,488,241. D",3908,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer [ ] accelerated filer [x] non-accelerated filer [ ] smaller reporting company [ ]",large accelerated filer [ ] ,accelerated filer [x] ,non-accelerated filer [ ] ,smaller reporting company [ ],,x,,,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,10-K/A,2009-04-17,2009,2,http://www.sec.gov/Archives/edgar/data/77281/0001193125-09-081725.txt,832000000.0,832000000.0,"held by non-affiliates of the Registrant was approximately $832 million. (Aggregate market value is estimated solely for the purposes of this report and shall not be construed as an admission for the purposes of determining affiliate status.) On February 26, 2009, 39,393,617 shares of beneficial interest, par value $1.00 per share, of the Registrant were outstanding. D",4020,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"december 31, 2008",2008,,,,large accelerated filer
1047188,PENWEST PHARMACEUTICALS CO,10-K/A,2009-04-29,2009,2,http://www.sec.gov/Archives/edgar/data/1047188/0000950135-09-003251.txt,84418000.0,84418000.0,"held by non-affiliates as of June 30, 2008 was approximately $84,418,000 based on the last sale price of the Registrants Common Stock on the Nasdaq National Market on June 30, 2008. The number of shares of the Registrants Common Stock outstanding as of March 10, 2009 was 31,719,442. TABLE OF CONTENTS PART III ITEM 10. DIRECTORS, EXECUTIVE OFFICERS AND CORPORATE GOVERNANCE ITEM 11. EXECUTIVE COMPEN",4376,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
885542,PEOPLES BANCORPORATION INC /SC/,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/885542/0000948520-09-000052.txt,32586000.0,32586000.0,"held by non-affiliates of the Registrant (4,592,334 shares) on June 30, 2008, the last day of the Registrant's most recently completed second fiscal quarter, was approximately $32,586,000. The aggregate market value of the voting and non-voting common equity held by non-affiliates of the Registrant (4,813,264 shares) on March 13, 2009 was approximately $12,081,000. For the purpose of this determin",4318,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definitions of ""accelerated filer,"" ""large accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1100983,PEOPLES COMMUNITY BANCORP INC /MD/,10-K,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/1100983/0001104659-09-028689.txt,not given,blank largest val,none,-1,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
77449,PEP BOYS MANNY MOE & JACK,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/77449/0001047469-09-004183.txt,308971231.0,308971231.0,"held by non-affiliates of the registrant was approximately $308,971,231. As of April 3, 2009, there were 52,265,326 shares of the registrant's common stock outstanding. D",3834,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of ""large accelerated filer,"" ""accelerated filer,"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer ý non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer ý ,non-accelerated filer o ,smaller reporting company o,o,ý,o,o,Accelerated filer,"january 31, 2009",2009,,,,accelerated filer
1221170,PERFORMANCE CAPITAL MANAGEMENT LLC,10-K,2009-04-07,2009,2,http://www.sec.gov/Archives/edgar/data/1221170/0001140361-09-009156.txt,466796.0,466796.0,"held by non-affiliates of the registrant was $466,796 based on their share of members equity as reported in the registrants December 31, 2008 balance sheet. LLC units held by each officer and director and by each person who owns five percent or more of the outstanding LLC units have been excluded from this calculation as such persons may be considered to be affiliated with the registrant. This det",3678,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1001426,PERICOM SEMICONDUCTOR CORP,10-K/A,2009-06-05,2009,2,http://www.sec.gov/Archives/edgar/data/1001426/0001144204-09-031059.txt,449344000.0,449344000.0,"held by non-affiliates of the registrant, based on the closing price of the Common Stock on December 27, 2007 as reported by the NASDAQ National Market was approximately $449,344,000. Shares of common stock held by each officer and director have been excluded in that such persons may be deemed to be affiliates. This determination of affiliate status is not necessarily a conclusive determination fo",3940,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company”in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer x non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer ¨ ,accelerated filer x ,non-accelerated filer ¨ ,smaller reporting company ¨,¨,x,¨,¨,Accelerated filer,"june 28, 2008 o ",2008,,,,accelerated filer
900349,PERRY ELLIS INTERNATIONAL INC,10-K,2009-04-09,2009,2,http://www.sec.gov/Archives/edgar/data/900349/0001193125-09-076604.txt,247002744.0,247002744.0,"held by non-affiliates of the registrant is approximately $247,002,744 (as of July 31, 2008). The number of shares outstanding of the registrants Common Stock is 13,517,281 (as of April 7, 2009). D",3737,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer x non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer ¨ ,accelerated filer x ,non-accelerated filer ¨ ,smaller reporting company ¨,¨,x,¨,¨,Accelerated filer,"january 31, 2009",2009,,,,accelerated filer
1040130,PETMED EXPRESS INC,10-K,2009-06-01,2009,2,http://www.sec.gov/Archives/edgar/data/1040130/0000943440-09-000359.txt,363284000.0,363284000.0,"held by non-affiliates of the registrant as of September 30, 2008, the last business day of the registrants most recently completed second fiscal quarter, was $363,284,000 based on the closing sales price of the registrants Common Stock on that date, as reported on the NASDAQ Global Select Market. The number of shares of the registrants Common Stock outstanding as of June 1, 2009 was 22,722,803. D",4341,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of accelerated filer, large accelerated filer, and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer £ accelerated filer s non-accelerated filer £ smaller reporting company £",large accelerated filer £ ,accelerated filer s ,non-accelerated filer £ ,smaller reporting company £,£,s,£,£,Accelerated filer,"march 31, 2009",2009,,,,accelerated filer
1335190,PETRO RESOURCES CORP,10-K/A,2009-04-29,2009,2,http://www.sec.gov/Archives/edgar/data/1335190/0001019687-09-001528.txt,27075429.0,27075429.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently completed second fiscal quarter: $27,075,429. As of March 31, 2009, 36,788,172 shares of the registrants common stock were issued and outstanding. D",3690,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company (as defined in rule 12b-2 of the act): large accelerated filer __ accelerated filer __ non-accelerated filer __ smaller reporting company x",large accelerated filer __ ,accelerated filer __ ,non-accelerated filer __ ,smaller reporting company x,,,,x,Smaller reporting company,"december 31, 2008",2008,,,,large accelerated filer
1059324,PETROHAWK ENERGY CORP,10-K/A,2009-04-02,2009,2,http://www.sec.gov/Archives/edgar/data/1059324/0001193125-09-071715.txt,10000000000.0,10000000000.0,"held by non-affiliates (based upon the closing sales price on the New York Stock Exchange on June 30, 2008), the last business day of registrants most recently completed second fiscal quarter was approximately $10.0 billion. As of February 20, 2009, there were 252,448,890 shares of common stock outstanding. D",3796,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definition of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"december 31, 2008 amendment no",2008,,,,large accelerated filer
1059324,PETROHAWK ENERGY CORP,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1059324/0001193125-09-093752.txt,10000000000.0,10000000000.0,"held by non-affiliates (based upon the closing sales price on the New York Stock Exchange on June 30, 2008), the last business day of registrants most recently completed second fiscal quarter was approximately $10.0 billion. As of March 25, 2009, there were 275,339,314 shares of common stock outstanding. Table of Contents TABLE OF CONTENTS PAGE EXPLANATORY NOTE 1 PART III ITEM 10. Directors, Execu",3796,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definition of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer x accelerated filer ¨ non-accelerated filer ¨ smaller reporting company ¨",large accelerated filer x ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company ¨,x,¨,¨,¨,Large accelerated filer,"december 31, 2008 amendment no",2008,,,,large accelerated filer
49397,PHANTOM FIBER CORP,10-K/A,2009-05-14,2009,2,http://www.sec.gov/Archives/edgar/data/49397/0001165527-09-000331.txt,5874634.0,5874634.0,"held by non-affiliates, computed by reference to the average bid and asked price of such common equity as of April 10, 2008, was $5,874,634. As of April 10, 2008, the issuer had 18,950,433 outstanding shares of Common Stock. D",3817,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"december 31, 2007",2007,,,,smaller reporting company
49397,PHANTOM FIBER CORP,10-K/A,2009-06-05,2009,2,http://www.sec.gov/Archives/edgar/data/49397/0001165527-09-000385.txt,5874634.0,5874634.0,"held by non-affiliates, computed by reference to the average bid and asked price of such common equity as of April 10, 2008, was $5,874,634. As of April 10, 2008, the issuer had 18,950,433 outstanding shares of Common Stock. D",3817,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"december 31, 2007",2007,,,,smaller reporting company
1326190,"PHARMATHENE, INC",10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/1326190/0001104659-09-027840.txt,29247869.0,29247869.0,"held by non-affiliates of the registrant was $29,247,869 based upon the closing price on the American Stock Exchange (now the NYSE Amex) on the last business day of the registrants most recently completed second fiscal quarter (June 30, 2008). The number of shares of the registrants Common Stock, par value $0.0001 per share, outstanding as of April 22, 2009 was 28,433,503. D",3897,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b2 of the exchange act. (check one): o large accelerated filer o accelerated filer o non-accelerated filer x smaller reporting company",large accelerated filer o ,accelerated filer o ,non-accelerated filer x ,smaller reporting company,o,o,x,,,"december 31, 2008 o ",2008,,,,smaller reporting company
77776,PHH CORP,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/77776/0000950123-09-007613.txt,831105000.0,831105000.0,"held by non-affiliates of the registrant as of June 30, 2008 was $831.105 million. As of April 22, 2009, there were 54,388,877 shares of PHH Common stock outstanding. D",4514,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer þ accelerated filer o non-accelerated filer o smaller reporting company o indicate by check mark whether the registrant has submitted electronically and posted on its corporate web site, if any, every interactive data file required to be submitted and posted pursuant to rule 405 of regulation s-t (§232.405 of this chapter) during the preceding 12 months (or for such shorter period that the registrant was required to submit and post such files). yes þ no o",large accelerated filer þ ,accelerated filer o ,non-accelerated filer o ,smaller reporting company o indicat,þ,o,o,oindicat,,"december 31, 2008",2008,,,,large accelerated filer
78239,PHILLIPS VAN HEUSEN CORP /DE/,10-K,2009-04-01,2009,2,http://www.sec.gov/Archives/edgar/data/78239/0000078239-09-000013.txt,1816334301.0,1816334301.0,"held by non-affiliates of the registrant (assuming, for purposes of this calculation only, that the registrants directors and corporate officers are affiliates of the registrant) based upon the closing sale price of the registrants common stock on August 1, 2008 (the last business day of the registrants most recently completed second quarter) was $1,816,334,301. Number of shares of Common Stock ou",3737,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer x accelerated filer o non-accelerated filer o smaller reporting company o",large accelerated filer x ,accelerated filer o ,non-accelerated filer o ,smaller reporting company o,x,o,o,o,Large accelerated filer,"february 1, 2009",2009,,,,large accelerated filer
26820,PHOENIX FOOTWEAR GROUP INC,10-K,2009-04-20,2009,2,http://www.sec.gov/Archives/edgar/data/26820/0001193125-09-082672.txt,7814667.0,7814667.0,"held by non-affiliates of the registrant was $7,814,667, based on the closing sale price of $1.43 on such date as reported on the NYSE Alternext US (formerly the American Stock Exchange). Indicate the number of shares outstanding of each of the issuers classes of common stock, as of the latest practicable date. Class Outstanding at March 18, 2009 Common Stock, $.01 par value per share 8,382,762 sh",4053,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company þ",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company þ,¨,¨,¨,þ,Smaller reporting company,"january 3, 2009",2009,,,,smaller reporting company
